,CO_MUNICIPIO,NO_MUNICIPIO,AFD_INF_12,AFD_FUN_12,AFD_MED_12,ATU_INF,ATU_AF,ATU_EM,HAD_INF,HAD_AI,HAD_EM,MEDIA_INSE,IED_1,IED_2,IED_3,IED_4,IED_56,IRD_0A2,IRD_2A3,IRD_3A4,IRD_4A5,TDI_FUN,TDI_MED,REGIAO
344,3530706.0,Mogi Guaçu,73.3,82.0,64.0,17.6,23.3,27.5,6.5,5.3,5.9,5.43,22.9,14.9,24.6,26.4,11.2,3.7,30.8,46.7,18.8,4.5,12.2,SP - Capital
345,3530805.0,Mogi Mirim,74.5,81.8,64.60000000000001,12.4,23.2,27.8,6.9,5.7,5.8,5.52,23.1,10.9,22.1,31.1,12.8,4.8,23.8,55.6,15.8,4.8,10.5,SP - Capital
346,3530904.0,Mombuca,50.5,76.3,34.5,16.1,18.5,17.8,5.3,5.9,4.7,5.3,28.5,8.6,2.9,51.4,8.6,0.0,80.0,20.0,0.0,6.3,18.4,SP - Capital
347,3531001.0,Monções,100.0,87.5,57.1,11.9,20.8,15.0,7.0,8.4,8.8,5.33,13.9,17.2,10.3,58.6,0.0,0.0,33.3,33.3,33.4,1.9,2.2,SP - Capital
348,3531100.0,Mongaguá,54.7,72.5,64.2,19.5,25.1,31.5,6.7,5.5,5.3,5.23,13.5,13.3,27.8,34.3,11.1,0.0,40.8,55.1,4.1,7.2,15.7,SP - Capital
349,3531209.0,Monte Alegre do Sul,88.0,71.6,76.7,10.8,19.9,28.5,6.8,5.0,5.1,5.66,26.4,22.6,13.2,30.2,7.6,28.6,42.9,28.5,0.0,21.3,15.5,SP - Capital
350,3531308.0,Monte Alto,72.2,80.2,63.4,13.4,21.8,31.2,6.7,6.0,6.0,5.32,24.1,8.8,23.1,35.9,8.100000000000001,2.9,47.1,41.2,8.8,1.8,5.1,SP - Capital
351,3531407.0,Monte Aprazível,78.5,75.10000000000001,68.9,17.3,21.7,33.9,8.6,5.7,6.2,5.29,37.9,4.5,23.7,23.7,10.2,5.9,23.5,47.1,23.5,3.3,12.4,SP - Capital
352,3531506.0,Monte Azul Paulista,65.2,78.0,61.9,15.9,19.6,27.3,7.7,6.0,7.0,5.31,15.9,6.7,31.7,37.8,7.9,13.3,6.7,53.3,26.7,3.7,13.6,SP - Capital
353,3531605.0,Monte Castelo,44.0,78.4,48.3,11.9,18.6,18.4,6.1,6.5,6.5,5.35,33.3,7.7,41.0,7.7,10.3,0.0,50.0,25.0,25.0,2.2,6.3,SP - Capital
354,3531704.0,Monteiro Lobato,54.8,90.1,53.1,18.9,18.3,21.1,5.2,5.5,5.0,5.22,26.5,8.2,20.4,38.8,6.1,28.6,42.9,28.5,0.0,10.9,17.2,SP - Capital
355,3531803.0,Monte Mor,49.0,78.60000000000001,48.8,18.6,25.9,30.7,6.1,5.5,5.2,5.35,12.3,18.5,21.7,37.4,10.1,2.3,59.1,34.1,4.5,11.2,16.9,SP - Capital
356,3531902.0,Morro Agudo,59.4,70.8,62.0,15.1,23.3,29.7,6.2,5.6,6.1,5.29,15.4,10.5,27.3,35.0,11.8,16.7,50.0,33.3,0.0,13.0,9.4,SP - Capital
357,3532009.0,Morungaba,47.1,73.9,46.3,15.5,18.9,34.0,4.9,5.3,6.1,5.28,33.0,19.4,27.2,15.5,4.9,0.0,71.4,21.4,7.2,5.2,9.6,SP - Capital
358,3532058.0,Motuca,33.3,81.0,63.6,15.9,20.0,18.4,6.4,5.6,4.8,5.34,37.1,8.6,11.4,28.6,14.3,0.0,50.0,50.0,0.0,13.2,25.8,SP - Capital
359,3532108.0,Murutinga do Sul,66.7,85.5,75.0,16.7,21.3,33.0,8.7,8.4,9.1,5.43,25.1,18.2,22.7,29.5,4.5,0.0,0.0,50.0,50.0,2.9,6.1,SP - Capital
360,3532157.0,Nantes,56.8,82.4,67.9,16.4,21.4,25.7,5.6,6.6,8.7,5.32,32.2,6.5,48.4,12.9,0.0,0.0,33.3,33.3,33.4,1.5,3.9,SP - Capital
361,3532207.0,Narandiba,66.7,84.7,72.5,17.2,21.9,17.0,7.5,4.8,8.4,5.26,15.6,9.8,31.4,35.3,7.9,16.7,50.0,33.3,0.0,6.6,11.6,SP - Capital
362,3532306.0,Natividade da Serra,32.5,66.5,59.6,15.2,17.3,19.4,4.5,5.3,6.3,4.87,34.9,16.7,20.0,21.7,6.7,28.6,14.3,57.1,0.0,4.1,5.2,SP - Capital
363,3532405.0,Nazaré Paulista,53.1,86.2,57.2,15.8,26.0,29.0,7.2,6.3,6.5,5.1,19.8,16.8,35.1,26.0,2.3,22.2,61.1,16.7,0.0,5.2,8.3,SP - Capital
364,3532504.0,Neves Paulista,86.0,85.0,45.1,14.8,19.4,29.6,8.4,5.9,5.6,5.42,28.8,3.0,37.9,22.7,7.6,20.0,60.0,20.0,0.0,7.2,17.2,SP - Capital
365,3532603.0,Nhandeara,97.3,70.5,68.8,10.8,21.3,32.5,6.9,6.0,6.4,5.27,36.9,13.1,33.3,13.1,3.5999999999999996,25.0,16.7,50.0,8.3,2.8,3.7,SP - Capital
366,3532702.0,Nipoã,95.8,79.7,56.8,21.7,25.3,26.0,6.8,5.6,6.9,5.12,30.4,3.0,51.5,12.1,3.0,0.0,75.0,25.0,0.0,6.3,7.7,SP - Capital
367,3532801.0,Nova Aliança,75.6,77.5,64.2,19.4,22.7,23.2,10.4,7.4,6.2,5.4,26.8,21.4,35.7,12.5,3.6,0.0,100.0,0.0,0.0,7.4,8.8,SP - Capital
368,3532827.0,Nova Campina,67.3,59.7,61.8,18.5,22.5,23.2,5.3,5.1,7.2,4.9,33.8,14.7,14.7,16.2,20.6,0.0,40.0,60.0,0.0,3.7,12.1,SP - Capital
369,3532843.0,Nova Canaã Paulista,20.8,79.2,63.4,12.0,20.4,9.0,10.0,7.0,5.8,5.52,25.0,8.3,12.5,50.0,4.2,0.0,33.3,66.7,0.0,4.3,5.3,SP - Capital
370,3532868.0,Nova Castilho,80.0,83.3,35.7,10.0,15.3,11.7,8.7,8.6,8.9,5.23,11.6,11.5,26.9,50.0,0.0,0.0,33.3,66.7,0.0,0.0,2.9,SP - Capital
371,3532900.0,Nova Europa,61.9,80.0,48.8,13.4,18.1,20.5,9.1,4.9,5.1,5.28,24.1,10.8,19.3,43.4,2.4,0.0,12.5,62.5,25.0,2.9,3.5,SP - Capital
372,3533007.0,Nova Granada,50.9,81.8,66.4,16.9,24.3,27.8,6.6,5.4,5.1,5.2,26.8,7.5,25.3,28.8,11.6,0.0,30.0,60.0,10.0,3.5,10.1,SP - Capital
373,3533106.0,Nova Guataporanga,80.0,88.4,48.8,17.6,18.2,12.4,7.5,6.6,7.1,5.38,22.2,7.4,7.4,51.9,11.1,0.0,66.7,0.0,33.3,3.0,4.8,SP - Capital
374,3533205.0,Nova Independência,33.3,73.8,57.4,15.1,20.8,27.0,8.1,7.4,5.4,5.37,10.6,29.8,23.4,23.4,12.8,0.0,0.0,100.0,0.0,6.6,6.8,SP - Capital
375,3533254.0,Novais,62.7,76.2,71.7,21.7,26.1,23.7,7.6,5.4,5.5,4.99,18.1,12.1,21.2,36.4,12.2,33.3,33.3,33.4,0.0,5.1,4.9,SP - Capital
376,3533304.0,Nova Luzitânia,88.9,76.3,60.7,14.1,18.9,30.7,6.8,8.4,8.9,5.12,18.2,6.1,21.2,54.5,0.0,0.0,33.3,66.7,0.0,3.0,8.7,SP - Capital
377,3533403.0,Nova Odessa,63.3,82.0,61.1,12.0,25.3,27.4,5.5,6.2,5.9,5.53,9.3,21.0,30.0,31.5,8.200000000000001,0.0,51.4,45.9,2.7,4.0,5.2,SP - Capital
378,3533502.0,Novo Horizonte,64.0,78.60000000000001,65.39999999999999,15.6,21.8,28.6,6.5,5.4,6.4,5.39,22.2,5.8,21.0,42.8,8.2,25.0,43.8,25.0,6.2,1.3,5.1,SP - Capital
379,3533601.0,Nuporanga,52.4,78.2,44.1,14.1,20.9,29.0,7.8,5.9,8.0,5.35,21.5,18.5,30.8,13.8,15.4,0.0,22.2,22.2,55.6,11.9,10.8,SP - Capital
380,3533700.0,Ocauçu,55.2,78.9,52.9,20.5,23.0,21.3,7.9,5.2,4.9,5.12,34.2,10.5,21.1,26.3,7.9,0.0,33.3,66.7,0.0,3.4,7.7,SP - Capital
381,3533809.0,Óleo,60.6,73.9,64.3,12.7,18.1,22.0,8.3,6.6,8.5,5.29,33.4,0.0,24.2,33.3,9.1,0.0,75.0,25.0,0.0,3.9,7.6,SP - Capital
382,3533908.0,Olímpia,72.1,86.0,66.80000000000001,16.7,25.2,30.6,7.0,6.6,6.7,5.42,29.6,18.6,36.7,11.8,3.3,6.4,42.6,36.2,14.8,3.4,7.0,SP - Capital
383,3534005.0,Onda Verde,69.6,73.2,41.1,15.4,21.1,29.3,8.2,5.4,5.6,5.32,33.3,2.4,35.7,23.8,4.8,40.0,0.0,0.0,60.0,5.1,8.5,SP - Capital
384,3534104.0,Oriente,82.1,69.2,50.0,18.1,23.8,20.8,7.2,7.8,5.9,5.35,17.2,20.0,37.1,17.1,8.6,0.0,100.0,0.0,0.0,2.0,1.4,SP - Capital
385,3534203.0,Orindiúva,100.0,89.8,54.2,20.3,24.7,30.0,7.9,5.4,6.8,5.26,34.3,17.1,25.7,14.3,8.6,0.0,0.0,80.0,20.0,2.4,4.7,SP - Capital
386,3534302.0,Orlândia,63.7,77.5,64.7,15.0,20.9,32.0,7.9,5.5,5.7,5.41,18.0,14.0,30.7,24.6,12.7,0.0,44.1,44.1,11.8,3.5,8.6,SP - Capital
387,3534401.0,Osasco,86.7,77.2,67.60000000000001,17.7,26.7,28.9,6.7,5.5,5.3,5.21,10.5,19.4,33.6,30.6,5.9,3.3,26.5,56.3,13.9,3.5,9.3,SP - Capital
388,3534500.0,Oscar Bressane,71.4,65.6,50.0,12.8,16.4,18.0,6.6,5.3,9.0,5.49,34.9,17.4,21.7,13.0,13.0,0.0,33.3,66.7,0.0,3.8,8.3,SP - Capital
389,3534609.0,Osvaldo Cruz,50.0,76.7,67.1,15.7,26.5,29.4,8.4,7.6,6.2,5.42,14.2,20.0,42.9,18.3,4.6,17.9,21.4,50.0,10.7,1.8,3.4,SP - Capital
390,3534708.0,Ourinhos,55.3,74.10000000000001,68.0,15.6,21.9,27.0,6.3,5.8,5.8,5.37,31.4,8.5,22.7,29.1,8.3,10.4,46.8,39.0,3.8,4.3,8.0,SP - Capital
391,3534757.0,Ouroeste,50.0,80.6,84.1,14.3,22.8,25.0,7.0,7.6,6.7,5.36,2.3,47.1,40.0,10.6,0.0,0.0,71.4,28.6,0.0,3.3,6.7,SP - Capital
392,3534807.0,Ouro Verde,70.0,68.8,66.7,9.9,22.9,21.9,5.9,5.1,5.3,5.06,23.9,6.3,34.9,23.8,11.1,0.0,16.7,50.0,33.3,1.2,5.9,SP - Capital
393,3534906.0,Pacaembu,84.7,77.8,53.6,13.3,20.2,20.3,7.4,5.5,5.6,5.35,18.3,5.6,42.3,29.6,4.199999999999999,0.0,44.4,44.4,11.2,1.9,8.4,SP - Capital
394,3535002.0,Palestina,55.7,78.5,55.2,16.3,19.4,32.5,9.1,5.6,8.8,5.24,40.4,4.8,21.0,27.4,6.4,20.0,20.0,50.0,10.0,5.8,9.8,SP - Capital
395,3535101.0,Palmares Paulista,61.0,71.3,67.0,19.0,27.5,26.8,8.2,6.2,5.2,5.15,20.7,16.2,27.9,17.6,17.6,0.0,14.3,85.7,0.0,3.5,12.8,SP - Capital
396,3535200.0,Palmeira d'Oeste,58.3,80.6,48.9,20.1,21.5,24.2,7.0,6.3,7.3,5.28,31.3,3.0,28.4,32.8,4.5,0.0,16.7,50.0,33.3,2.7,3.2,SP - Capital
397,3535309.0,Palmital,70.5,80.4,66.1,20.2,23.1,23.7,8.1,6.0,6.6,5.33,20.7,6.1,32.7,22.4,18.1,12.5,62.5,25.0,0.0,3.1,3.3,SP - Capital
398,3535408.0,Panorama,64.2,84.0,60.7,13.3,23.5,28.5,6.4,5.6,7.0,5.19,35.9,10.9,31.3,18.0,3.9,0.0,61.5,30.8,7.7,6.3,7.6,SP - Capital
399,3535507.0,Paraguaçu Paulista,76.1,75.0,56.6,16.7,19.6,31.1,5.5,5.6,5.8,5.27,31.0,6.6,22.6,28.4,11.4,2.8,33.3,61.1,2.8,0.9,5.5,SP - Capital
400,3535606.0,Paraibuna,93.8,77.8,56.6,14.5,19.8,25.2,6.9,5.3,5.2,5.11,39.1,3.4,17.6,27.7,12.200000000000001,5.3,31.6,47.4,15.7,7.4,13.6,SP - Capital
401,3535705.0,Paraíso,97.6,86.3,75.0,18.3,21.5,23.2,7.3,6.5,8.3,5.41,40.6,0.0,31.3,21.9,6.2,0.0,25.0,25.0,50.0,2.4,2.2,SP - Capital
402,3535804.0,Paranapanema,55.6,78.5,60.1,12.4,18.0,23.2,7.2,5.0,5.5,5.19,28.9,12.3,20.3,26.7,11.8,20.0,45.0,35.0,0.0,3.1,9.0,SP - Capital
403,3535903.0,Paranapuã,51.3,82.8,64.3,22.1,22.4,31.3,7.7,5.8,7.0,5.22,13.9,33.3,8.3,38.9,5.6,0.0,100.0,0.0,0.0,4.3,5.3,SP - Capital
404,3536000.0,Parapuã,40.4,83.8,53.8,14.2,23.4,27.7,7.0,6.6,5.6,5.12,32.2,19.4,33.9,12.9,1.6,0.0,50.0,37.5,12.5,6.3,5.6,SP - Capital
405,3536109.0,Pardinho,48.1,84.4,45.3,15.2,25.0,18.3,6.8,4.6,4.9,5.41,23.9,17.4,19.6,34.8,4.3,0.0,16.7,83.3,0.0,7.8,17.1,SP - Capital
406,3536208.0,Pariquera-Açu,82.9,74.3,49.3,15.7,23.0,25.1,5.0,5.0,6.1,5.02,32.4,14.6,14.0,28.7,10.299999999999999,0.0,44.4,38.9,16.7,5.3,9.7,SP - Capital
407,3536257.0,Parisi,52.5,53.8,50.0,16.9,21.9,24.7,11.5,9.1,9.1,5.26,15.0,25.0,30.0,25.0,5.0,0.0,0.0,100.0,0.0,2.9,4.1,SP - Capital
408,3536307.0,Patrocínio Paulista,38.1,74.2,65.8,15.6,24.2,26.6,6.6,4.8,5.2,5.28,31.7,0.0,29.7,31.7,6.9,12.5,37.5,50.0,0.0,4.4,14.3,SP - Capital
409,3536406.0,Paulicéia,79.7,82.0,50.6,14.1,23.3,21.3,6.6,5.1,5.3,5.19,41.1,2.7,9.6,28.8,17.8,0.0,40.0,60.0,0.0,2.7,8.2,SP - Capital
410,3536505.0,Paulínia,77.0,81.39999999999999,64.4,10.1,26.0,31.5,8.1,5.0,6.4,5.59,27.5,15.7,28.0,23.4,5.4,4.7,25.6,46.5,23.2,5.7,14.7,SP - Capital
411,3536570.0,Paulistânia,80.0,79.8,60.7,13.1,17.6,16.0,7.5,5.6,6.8,5.18,30.0,25.0,5.0,35.0,5.0,0.0,25.0,25.0,50.0,1.3,10.4,SP - Capital
412,3536604.0,Paulo de Faria,76.2,76.3,82.0,13.4,24.5,28.7,10.0,5.3,8.9,5.19,24.4,16.2,27.0,27.0,5.4,0.0,71.4,28.6,0.0,4.8,12.4,SP - Capital
413,3536703.0,Pederneiras,75.3,74.6,62.8,14.1,22.8,26.0,8.5,6.4,5.1,5.34,20.5,8.6,23.9,39.3,7.7,5.4,48.6,35.1,10.9,8.3,10.2,SP - Capital
414,3536802.0,Pedra Bela,73.2,65.2,64.3,13.6,19.8,29.0,6.5,5.1,8.8,5.14,37.8,11.1,26.7,20.0,4.4,0.0,50.0,50.0,0.0,8.5,12.6,SP - Capital
415,3536901.0,Pedranópolis,100.0,77.1,53.6,20.4,20.9,24.0,11.5,6.7,9.0,5.3,32.0,0.0,68.0,0.0,0.0,0.0,33.3,66.7,0.0,0.8,5.6,SP - Capital
416,3537008.0,Pedregulho,75.9,75.1,48.4,15.2,21.1,23.8,7.6,5.7,6.3,5.29,14.0,5.9,34.1,35.6,10.4,5.3,47.4,47.3,0.0,11.7,22.7,SP - Capital
417,3537107.0,Pedreira,72.1,82.60000000000001,60.5,16.8,24.3,27.7,8.9,6.6,5.2,5.43,26.3,11.4,18.9,32.3,11.100000000000001,25.7,34.3,40.0,0.0,1.6,7.6,SP - Capital
418,3537156.0,Pedrinhas Paulista,31.8,72.7,67.9,13.2,20.2,26.3,9.0,8.4,8.6,5.67,31.1,0.0,65.5,3.4,0.0,0.0,20.0,60.0,20.0,1.4,1.3,SP - Capital
419,3537206.0,Pedro de Toledo,100.0,71.2,75.2,15.2,21.7,24.8,8.2,6.3,5.9,5.03,21.4,4.8,35.7,31.0,7.1,50.0,28.6,21.4,0.0,3.3,7.8,SP - Capital
420,3537305.0,Penápolis,53.7,78.4,57.5,17.0,25.8,27.2,8.5,6.4,5.9,5.31,16.2,24.0,26.1,29.6,4.1,3.5,42.1,45.6,8.8,3.7,9.2,SP - Capital
421,3537404.0,Pereira Barreto,78.9,78.89999999999999,67.7,15.9,21.4,30.1,8.7,6.6,7.1,5.31,25.7,12.3,31.3,25.1,5.6000000000000005,9.1,36.4,54.5,0.0,1.6,5.0,SP - Capital
422,3537503.0,Pereiras,29.7,81.60000000000001,72.8,14.0,23.3,31.0,7.4,5.6,4.1,5.23,26.3,0.0,19.3,31.6,22.8,12.5,12.5,75.0,0.0,11.9,15.0,SP - Capital
423,3537602.0,Peruíbe,83.6,78.4,60.7,13.3,24.0,27.6,5.9,5.5,5.6,5.12,20.2,14.9,24.5,29.8,10.600000000000001,3.0,43.3,47.8,5.9,7.0,11.7,SP - Capital
424,3537701.0,Piacatu,65.0,84.3,51.3,17.3,27.4,22.9,8.2,7.8,6.9,5.31,14.3,19.0,38.1,28.6,0.0,0.0,25.0,50.0,25.0,4.0,9.0,SP - Capital
425,3537800.0,Piedade,83.2,83.69999999999999,59.0,17.0,23.0,28.3,6.5,6.1,6.7,5.16,35.3,14.3,23.3,23.3,3.8000000000000003,16.7,56.3,27.0,0.0,1.7,4.5,SP - Capital
426,3537909.0,Pilar do Sul,84.4,83.9,62.0,19.0,24.2,30.2,6.3,6.6,6.5,5.24,29.8,19.7,35.8,11.9,2.8,9.5,42.9,47.6,0.0,3.1,5.2,SP - Capital
427,3538006.0,Pindamonhangaba,61.5,74.7,64.9,13.5,22.0,29.2,5.1,5.8,6.1,5.32,34.5,11.4,26.1,22.7,5.3,3.1,44.2,46.5,6.2,2.3,6.2,SP - Capital
428,3538105.0,Pindorama,72.3,82.9,65.3,15.2,21.7,30.6,9.1,5.2,8.2,5.42,24.9,6.0,38.1,22.6,8.4,0.0,9.1,63.6,27.3,7.4,23.9,SP - Capital
429,3538204.0,Pinhalzinho,71.3,75.9,62.6,12.4,21.6,30.6,6.4,5.0,7.0,5.31,26.6,22.5,17.6,23.5,9.8,18.8,37.5,37.5,6.2,4.8,8.8,SP - Capital
430,3538303.0,Piquerobi,71.4,80.4,50.0,15.6,20.1,24.0,7.5,5.1,4.9,5.32,19.9,0.0,26.7,36.7,16.7,0.0,33.3,0.0,66.7,5.8,9.7,SP - Capital
431,3538501.0,Piquete,95.8,78.8,57.1,17.5,22.1,26.0,4.9,5.9,8.1,5.07,30.2,21.1,40.8,6.6,1.3,10.0,10.0,30.0,50.0,6.1,12.2,SP - Capital
432,3538600.0,Piracaia,96.4,75.5,53.4,14.9,21.4,30.1,6.1,6.2,6.0,5.3,27.5,9.8,26.0,32.8,3.9,0.0,26.1,56.5,17.4,10.7,12.5,SP - Capital
433,3538709.0,Piracicaba,81.7,79.9,67.1,13.8,28.1,32.8,6.5,6.5,6.1,5.38,13.4,32.6,32.0,18.5,3.5,5.1,37.4,52.0,5.5,3.7,6.7,SP - Capital
434,3538808.0,Piraju,73.7,82.1,60.6,14.0,22.9,25.5,7.7,5.9,6.4,5.36,22.6,2.2,35.9,33.3,6.0,2.9,41.2,50.0,5.9,2.3,7.8,SP - Capital
435,3538907.0,Pirajuí,80.2,78.6,61.8,16.5,24.2,31.3,6.1,5.6,6.0,5.37,16.8,8.0,27.7,43.8,3.7,11.8,29.4,47.1,11.7,1.4,2.0,SP - Capital
436,3539004.0,Pirangi,36.6,80.69999999999999,80.10000000000001,14.6,24.0,28.6,6.6,5.3,5.0,5.38,27.2,3.9,16.9,37.7,14.3,20.0,0.0,40.0,40.0,1.8,1.4,SP - Capital
437,3539103.0,Pirapora do Bom Jesus,94.8,76.5,58.5,17.7,27.9,29.3,7.8,4.9,4.8,5.1,11.2,21.4,18.4,44.9,4.1,11.1,72.2,16.7,0.0,4.0,12.8,SP - Capital
438,3539202.0,Pirapozinho,64.8,79.7,65.5,17.7,23.1,24.3,6.9,5.3,5.6,5.41,23.1,4.7,23.6,37.3,11.3,4.2,20.8,54.2,20.8,3.8,11.0,SP - Capital
439,3539301.0,Pirassununga,56.4,72.5,67.1,15.3,21.6,27.6,7.9,6.3,5.9,5.42,25.9,14.3,27.9,26.2,5.699999999999999,9.8,26.2,49.2,14.8,3.4,10.1,SP - Capital
440,3539400.0,Piratininga,72.3,82.0,70.6,17.6,21.6,25.5,7.7,5.7,5.7,5.43,21.9,15.6,32.3,17.7,12.5,0.0,37.5,62.5,0.0,3.1,6.0,SP - Capital
441,3539509.0,Pitangueiras,91.5,68.4,59.0,17.9,22.1,27.9,6.7,5.5,5.9,5.13,31.8,4.8,27.7,24.5,11.2,0.0,39.1,39.1,21.8,6.3,12.6,SP - Capital
442,3539608.0,Planalto,72.0,80.6,60.9,13.8,22.9,25.8,6.8,6.6,8.0,5.11,9.3,2.3,53.5,27.9,7.0,0.0,33.3,33.3,33.4,6.3,11.6,SP - Capital
443,3539707.0,Platina,58.8,61.9,50.0,15.8,23.0,25.0,10.0,6.8,8.7,5.28,25.8,3.2,58.1,12.9,0.0,0.0,25.0,75.0,0.0,5.6,4.0,SP - Capital
444,3539806.0,Poá,86.2,80.30000000000001,69.7,15.9,25.6,29.7,6.3,5.7,6.2,5.38,11.2,12.6,28.0,37.9,10.3,18.8,40.0,36.3,4.9,3.7,7.1,SP - Capital
445,3539905.0,Poloni,62.5,73.8,60.7,15.4,24.7,26.2,8.7,7.8,7.0,5.22,24.6,16.3,46.9,10.2,2.0,0.0,40.0,60.0,0.0,7.5,8.9,SP - Capital
446,3540002.0,Pompéia,67.3,81.5,69.0,13.0,21.1,24.0,7.2,6.2,6.0,5.46,27.7,14.6,23.2,28.6,5.9,0.0,26.7,66.7,6.6,1.8,7.7,SP - Capital
447,3540101.0,Pongaí,28.3,82.4,43.6,10.8,16.7,17.2,5.0,6.6,6.6,5.27,18.2,3.0,21.2,48.5,9.1,0.0,0.0,100.0,0.0,6.3,11.7,SP - Capital
448,3540200.0,Pontal,53.5,73.89999999999999,59.3,15.5,24.1,27.4,5.6,5.2,5.9,5.06,15.6,14.2,30.2,31.3,8.7,7.7,69.2,15.4,7.7,4.5,9.1,SP - Capital
449,3540259.0,Pontalinda,53.8,75.1,49.2,15.9,19.1,19.0,7.9,7.0,8.1,4.97,27.7,10.6,31.9,29.8,0.0,0.0,66.7,33.3,0.0,8.4,16.2,SP - Capital
450,3540309.0,Pontes Gestal,38.7,81.3,64.3,15.6,18.7,15.0,10.5,9.1,9.0,5.35,22.3,8.3,19.4,47.2,2.8,0.0,66.7,33.3,0.0,2.3,6.7,SP - Capital
451,3540408.0,Populina,79.2,90.7,63.6,17.2,20.3,22.0,6.1,8.3,8.9,5.37,21.4,35.7,26.2,14.3,2.4,0.0,33.3,66.7,0.0,6.2,4.5,SP - Capital
452,3540507.0,Porangaba,66.7,76.4,54.7,17.9,21.1,28.8,8.0,5.5,4.3,5.23,36.7,3.3,18.3,33.3,8.4,0.0,0.0,25.0,75.0,5.4,17.8,SP - Capital
453,3540606.0,Porto Feliz,89.3,80.10000000000001,58.699999999999996,17.3,23.2,28.2,7.2,5.0,5.8,5.39,10.8,19.5,30.5,34.7,4.5,2.4,33.3,52.4,11.9,2.9,7.4,SP - Capital
454,3540705.0,Porto Ferreira,76.5,79.80000000000001,64.4,13.0,23.8,29.8,7.3,5.8,5.8,5.37,19.8,20.1,28.1,25.0,7.0,2.8,33.3,52.8,11.1,11.2,18.0,SP - Capital
455,3540754.0,Potim,48.8,84.7,69.89999999999999,17.7,26.1,27.5,6.6,5.1,6.9,4.98,14.1,28.0,22.4,29.0,6.5,7.7,46.2,46.1,0.0,6.9,13.2,SP - Capital
456,3540804.0,Potirendaba,52.3,78.8,58.8,17.4,23.5,31.0,8.6,5.8,6.6,5.45,29.3,17.9,23.6,25.5,3.6999999999999997,0.0,25.0,62.5,12.5,4.3,17.8,SP - Capital
457,3540853.0,Pracinha,69.2,60.3,48.0,16.0,16.4,9.8,10.0,5.3,4.3,4.97,22.8,0.0,9.1,54.5,13.6,25.0,0.0,25.0,50.0,2.0,5.0,SP - Capital
458,3540903.0,Pradópolis,61.7,78.1,60.0,15.8,20.0,31.7,7.6,5.9,4.6,5.38,21.0,5.4,27.7,33.1,12.8,9.1,54.5,27.3,9.1,5.5,12.4,SP - Capital
459,3541000.0,Praia Grande,56.4,77.5,62.699999999999996,18.3,23.2,31.6,8.5,4.5,5.9,5.24,16.8,16.7,31.1,27.9,7.5,8.5,38.3,48.9,4.3,9.4,15.1,SP - Capital
460,3541059.0,Pratânia,50.0,82.5,70.2,16.8,21.0,21.6,9.0,5.9,5.6,5.07,48.0,5.8,30.8,15.4,0.0,0.0,50.0,25.0,25.0,2.5,8.0,SP - Capital
461,3541109.0,Presidente Alves,48.0,81.3,32.5,9.7,18.7,24.5,5.3,6.7,7.0,5.24,20.4,30.8,15.4,30.8,2.6,0.0,25.0,50.0,25.0,2.9,3.1,SP - Capital
462,3541208.0,Presidente Bernardes,52.7,69.4,56.0,15.9,17.5,17.7,7.3,5.0,5.8,5.34,23.5,12.3,17.0,32.1,15.100000000000001,6.7,40.0,53.3,0.0,4.6,11.3,SP - Capital
463,3541307.0,Presidente Epitácio,79.6,80.8,67.5,17.7,22.7,27.7,6.9,7.2,7.1,5.23,18.7,20.4,33.7,24.1,3.1,9.1,30.3,45.5,15.1,4.4,10.0,SP - Capital
464,3541406.0,Presidente Prudente,77.0,84.0,66.80000000000001,14.0,24.4,29.4,6.5,5.9,5.8,5.44,19.3,18.2,29.0,27.8,5.699999999999999,7.5,40.6,40.6,11.3,6.3,8.5,SP - Capital
465,3541505.0,Presidente Venceslau,62.1,71.3,57.2,14.4,21.9,25.5,7.4,5.9,5.8,5.39,15.6,15.7,34.7,24.3,9.7,10.7,50.0,28.6,10.7,2.9,6.8,SP - Capital
466,3541604.0,Promissão,71.0,81.89999999999999,53.699999999999996,15.2,23.3,26.1,5.5,6.2,5.3,5.32,21.7,15.8,26.3,27.0,9.2,6.9,41.4,31.0,20.7,3.3,11.1,SP - Capital
467,3541653.0,Quadra,82.4,75.0,50.0,11.5,21.6,21.6,5.5,4.7,4.3,5.34,45.4,9.1,15.2,21.2,9.1,25.0,25.0,50.0,0.0,6.8,12.9,SP - Capital
468,3541703.0,Quatá,61.5,71.6,66.5,14.6,20.8,28.6,7.1,5.6,6.0,5.27,37.3,7.6,31.4,12.7,11.0,10.0,30.0,50.0,10.0,0.9,3.1,SP - Capital
469,3541802.0,Queiroz,29.5,80.7,60.0,11.8,18.7,23.2,5.5,5.5,6.1,5.23,30.0,20.0,36.7,10.0,3.3,0.0,50.0,50.0,0.0,5.1,7.3,SP - Capital
470,3541901.0,Queluz,72.3,67.89999999999999,70.8,13.7,17.5,27.8,5.3,4.9,5.7,5.12,39.7,3.8,23.1,29.5,3.9000000000000004,0.0,28.6,71.4,0.0,10.5,16.5,SP - Capital
471,3542008.0,Quintana,64.6,70.0,57.6,26.1,23.9,23.2,8.9,7.1,4.8,5.29,5.6,29.6,22.2,24.1,18.5,0.0,100.0,0.0,0.0,1.5,3.2,SP - Capital
